total_pop,deaths,family_households,nonfamily_households,rent_burden_not_computed,median_rent,white_pop,income_per_capita,families_with_young_children,income_less_10000,married_households,armed_forces,employed_pop,civilian_labor_force,unemployed_pop,bachelors_degree,in_school,no_cars,four_more_cars,pop_25_64,median_income,median_age,confirmed_cases,
11414,5,3334,1660,298,488,10307,23020,599,472,2902,0,4084,4418,334,1137,1843,119,584,5554,36445,52.7,530,
156332,174,40256,23764,901,722,135960,32296,11411,3277,31451,261,80238,83187,2949,22324,35758,3354,6730,81898,57955,38.3,14776,
114231,60,26829,21134,1099,724,102616,29681,7015,3607,20677,85,61644,65590,3946,19658,31273,2596,3734,59456,49412,35.4,7273,
19249,9,4910,3334,204,511,17946,22483,954,809,4265,11,6529,7248,719,2213,3582,386,872,9576,36934,52.1,1303,
9292,30,2238,967,120,357,5226,23832,743,293,1820,4,4032,4412,380,859,2212,124,650,4510,54709,36.5,1079,
29518,19,7731,4065,474,540,19329,24348,2292,1205,5877,3,11866,12899,1033,3318,6465,567,1292,14152,42582,41.8,1739,
41387,27,11232,5704,363,630,38562,25151,2155,1131,9226,45,17549,18828,1279,5102,8758,627,2116,20700,44733,48.5,2366,
81816,122,21495,12888,892,608,70201,28350,6337,2377,16626,2578,36927,38699,1772,10120,18035,2331,2466,41094,46827,38.4,7178,
100733,41,23821,16902,738,840,93009,33181,7145,2633,20026,85,56751,59282,2531,20309,29528,1504,3996,52347,59397,33.4,10816,
3646,6,1014,517,123,534,3422,28065,166,69,919,0,1621,1636,15,528,766,33,192,1696,49761,50.1,327,
9360,8,2268,1710,235,492,8548,28420,506,313,1980,0,4647,4872,225,1420,2291,233,501,4414,43880,43,835,
16468,37,4033,2175,211,506,11561,21780,1559,561,2794,4,7144,7629,485,1858,4414,389,630,7973,45269,34.4,1787,
4766,7,1330,743,201,481,4428,23908,318,198,1141,0,1853,1963,110,303,886,144,304,2355,38156,49.1,283,
6852,5,1618,782,126,424,6168,23990,305,141,1295,0,2552,2590,38,582,966,66,361,3986,44352,45.6,846,
11327,14,3099,1854,267,528,10694,27491,789,329,2511,0,5593,5745,152,1832,2233,315,598,5754,47110,45.7,947,
96147,60,24854,13152,933,695,89590,28379,6834,2370,20826,3,46250,48191,1941,13384,19694,1303,3698,50789,51410,42.3,9656,
66290,49,17205,10329,597,725,60810,31252,4498,1208,13423,123,34118,35243,1125,11201,14692,1551,2702,35451,60789,41.1,5573,
34514,63,8287,6969,273,510,31408,26248,2285,1766,6172,12,16310,17326,1016,4123,7696,1471,1381,17207,40480,39.9,3279,
2245,1,551,308,186,513,2213,36525,147,36,510,0,1129,1151,22,208,329,122,141,1152,46641,48.4,103,
1086,2,326,125,44,270,1084,29896,96,23,305,0,576,576,0,106,167,5,70,528,47188,43.8,74,
747,0,224,101,35,575,640,25110,26,5,188,0,351,367,16,97,135,5,50,406,43854,54,49,
453,1,127,79,54,470,446,31549,16,1,115,0,256,270,14,68,65,1,54,268,46429,51.7,11,
790,1,266,99,47,375,747,22880,40,32,232,0,388,388,0,102,144,14,52,411,42454,49.2,49,
4194,0,947,747,73,427,4049,22894,263,105,747,2,1583,1709,126,295,633,82,251,1967,40117,52.1,207,
6646,23,1560,754,192,316,3068,17059,631,267,1050,0,2494,2998,504,666,1748,198,297,3049,35506,34,621,
2925,2,795,446,156,625,2745,32371,244,43,646,0,1601,1629,28,212,663,25,252,1490,56806,38.1,271,
8607,12,2254,1049,197,419,7519,19095,363,352,1795,0,3025,3299,274,536,1869,205,168,4093,36030,45,504,
10753,5,3323,1726,264,536,10211,25433,552,396,2766,0,4275,4603,328,1168,1892,288,403,5116,37070,50.7,535,
5507,6,1350,485,96,475,3294,19181,316,103,914,0,2038,2291,253,193,1130,59,155,3001,40532,42.7,559,
14370,20,4093,1810,279,526,8577,23542,822,618,2855,53,5439,6177,738,1257,3016,555,348,7239,41979,44.7,1047,
34130,28,9416,4978,1115,389,18504,20839,2369,2140,6086,0,13263,14397,1134,2456,7394,1287,1339,17738,32396,42.8,2344,
21059,34,4965,2383,367,413,9881,18662,1336,803,3196,40,8125,8968,843,1083,4764,564,785,11747,36989,40.4,1777,
4090,6,1011,528,148,504,2175,17736,178,213,793,0,1555,1699,144,152,649,131,46,2312,32411,47.1,221,
9776,16,2853,1295,310,383,6080,21058,552,498,2017,58,3912,4420,508,683,1986,273,280,5230,37256,45.5,519,
12331,19,2980,2243,459,382,5535,21117,623,916,1963,57,4548,5078,530,538,2603,627,416,5806,34557,43.5,662,
10935,3,3429,1313,203,409,9549,21153,649,425,2855,0,4447,4715,268,949,1922,206,347,5344,38944,49.2,771,
12803,6,3705,1690,345,512,9508,25461,492,412,3035,5,5015,5456,441,1209,2128,324,379,6388,45211,51,665,
15155,10,4137,2253,213,370,14051,22302,881,572,3365,8,6199,6505,306,1344,3135,386,544,7619,42534,47.1,989,
54032,87,14451,6980,1201,440,19732,18946,3748,2628,8075,0,21693,24169,2476,2692,12018,2489,1811,27175,32929,40.3,3747,
37825,33,10744,4777,633,444,31972,23038,2277,1293,8150,25,15725,16709,984,2163,7661,960,2013,19478,41126,43.5,3010,
11601,12,3123,1316,246,534,7254,24335,563,299,2409,28,5012,5494,482,794,2684,208,748,6124,52481,45,474,
39240,35,10665,5107,478,479,26080,24477,2308,1204,7169,41,16908,18981,2073,3028,8441,1392,2033,20625,44921,43,2215,
20426,27,5756,3063,572,411,7876,19126,1067,1134,3458,0,7083,7890,807,1179,3905,983,965,10222,33508,48.6,1340,
26833,28,8450,3545,929,459,24810,23650,1357,1045,6526,9,12174,12986,812,2669,4895,714,1136,13949,40293,47.2,1575,
17535,16,4454,2271,323,546,15605,21704,769,537,3552,8,6778,7174,396,1626,3869,321,466,9620,37109,44.5,1607,
24262,53,5667,3213,348,444,8140,18383,1242,1225,3606,47,9163,10183,1020,1671,5933,782,764,12458,35806,42.4,1662,
58503,70,14863,6082,525,546,34076,24859,3234,1410,10493,0,25650,27448,1798,5934,13428,1089,2679,31744,52089,42.5,4369,
27445,52,7241,3614,784,411,17367,20900,1954,1041,5385,16,10541,11201,660,1927,6040,950,1351,13746,38254,42.8,2472,
34160,12,9993,5520,715,551,30573,27282,2036,1225,7936,11,13584,14284,700,3731,5854,908,906,16184,40659,49.3,2022,
63866,39,17558,6729,709,538,40528,23862,4271,1671,12950,19,28158,30368,2210,6507,15128,1448,2456,33899,48344,40.9,4111,
124496,168,31928,15659,1901,529,67352,23163,9426,3638,21607,2966,51308,56848,5540,11536,30922,3726,3235,63527,41766,37.3,8513,
192685,90,45009,18084,2124,823,128724,23141,19951,4185,34833,37927,61901,69250,7349,14336,46998,3170,3535,85119,48162,26,11436,
97038,172,25459,12323,1718,485,71232,21664,6145,4133,17718,42,40429,45060,4631,6464,22907,2615,3263,49337,40002,41.7,8599,
186308,130,48504,16897,1683,607,127945,24872,14020,4152,36242,285,86189,92173,5984,19175,49881,2850,5842,99610,54610,37.9,14227,
142827,155,38493,17186,1835,490,113899,22349,9163,3640,28995,46,64228,68365,4137,10713,32727,3067,5709,74458,43598,41.5,10140,
1023811,396,255026,126945,4830,891,620364,37315,77760,14368,196956,962,536376,564096,27720,217337,287671,15618,21201,569368,73577,35.8,57650,
66523,154,17276,9221,1098,428,55589,21092,3590,2234,12825,49,25992,28464,2472,5429,13978,1718,2359,34097,38573,44.5,5743,
68525,83,18924,8841,1183,455,60214,21798,3617,2472,14837,17,28169,30456,2287,5288,14304,1714,3435,35149,37173,44.1,4876,
219866,100,52447,39226,2591,801,169063,31708,13151,7471,38930,509,107369,115433,8064,38863,55501,5818,4138,113814,51457,38.7,11510,
60875,92,16751,7108,744,471,49402,23398,3854,1625,12560,39,27689,30081,2392,5068,13453,1389,2653,31351,46017,42.4,5470,
41766,15,11340,4555,628,525,35461,29234,2474,816,9179,16,19212,20545,1333,4282,9302,623,2174,21648,53493,44.6,2715,
68699,18,19282,10718,880,693,59330,30903,3460,1732,14983,858,30098,32702,2604,8112,13785,1431,1696,35911,51584,47.4,3447,
368362,255,91413,53689,3862,622,211211,28640,27723,11999,65611,403,167780,180303,12523,52053,96329,11116,8620,190875,48369,38.2,25217,
20434,14,5681,3232,350,634,17972,29728,805,523,4741,20,8710,9292,582,3144,3937,541,837,9868,48412,52.1,1062,
20190,12,4920,3237,617,418,7738,21543,1087,798,3454,13,7346,7996,650,1463,3781,711,803,9850,35443,47.2,1302,
19913,27,4913,3075,592,409,6834,18319,928,971,3024,0,7307,8367,1060,1155,4103,685,1038,10652,31287,45,1430,
22833,10,6369,2791,349,385,13961,21692,1230,830,4493,0,9512,10388,876,1599,4756,912,1103,12171,39428,45.4,1543,
46124,45,13366,5907,741,480,42120,23500,2373,1428,10198,0,20624,22176,1552,3585,9237,795,2338,24673,44490,45.3,2766,
59350,84,14812,6857,1133,421,30743,18529,4223,2207,10324,57,24678,27215,2537,2972,14088,1641,2304,29972,36679,40,4925,
52300,65,13842,7365,1287,440,20220,20406,3029,2911,8044,55,19523,21589,2066,3607,11710,2668,1951,26588,33573,42.7,3808,
45447,59,11903,6468,855,435,26181,19966,3056,2509,7294,284,17354,19291,1937,2932,10676,1746,1592,22946,33607,40.2,3304,
88898,90,23058,11510,1583,468,73190,21885,4693,2920,16561,37,37149,40979,3830,6873,18364,2020,3078,46986,40854,43.6,7622,
196716,175,51648,18950,1823,670,133776,29143,14947,3100,39579,181,95894,102909,7015,26125,53616,3166,5309,104677,60716,37.9,14428,
332766,155,78900,45600,4817,693,148550,23627,29786,10577,53582,29698,123968,137787,13819,32717,94380,8034,6461,167374,44737,31,17745,
122586,82,36616,16488,1640,690,100035,29707,5949,3836,29777,93,48982,53100,4118,17232,20479,2122,2518,60912,51164,51.9,5751,
27463,16,7549,3657,400,500,25125,21152,1276,1075,6037,0,9925,10752,827,2438,4943,591,787,13419,38115,50.8,1681,
33291,13,9680,4445,563,501,29762,26037,1379,1004,7945,0,13342,14315,973,4378,6373,620,1199,15498,44559,50.6,1397,
23227,27,6422,3202,578,430,12103,22161,1360,936,4315,19,9311,10297,986,1775,5058,613,762,11737,35969,46,1723,
80504,42,22912,8338,874,539,68647,27359,4917,1876,17877,0,37100,40283,3183,8087,17028,952,3388,43757,50782,42.7,7081,
59805,46,15052,6639,607,550,34786,23613,4603,1493,10880,346,26983,29128,2145,5622,15367,1353,1914,30514,49272,37.9,4408,
45069,42,12928,5042,988,456,39510,20439,2378,1759,9289,46,18193,19651,1458,3646,9526,1037,1930,23815,38776,43.3,3982,
63664,73,15443,7988,1186,441,32872,20872,4634,2246,10671,45,26794,29600,2806,3796,15348,1863,2867,32079,37765,40.2,5779,
39546,62,9813,4816,476,609,21698,23714,3003,1452,7055,656,16333,17560,1227,3422,10246,1593,1202,20399,47264,38.1,2399,
47316,61,12456,6522,1063,457,31150,24657,2804,1697,9120,0,19051,20945,1894,4287,10164,1512,1310,23392,41101,45.4,3448,
17605,9,5025,2468,377,444,16335,21947,985,688,4029,40,7013,7651,638,1613,3386,481,723,8788,37610,46.8,1219,
13506,5,4020,1862,306,557,9718,25848,756,489,3033,77,5209,5684,475,1390,2867,496,398,6609,44039,48.9,689,
14208,8,3466,1998,333,494,8909,20918,881,525,2589,0,5578,6025,447,1031,2982,237,367,7118,35271,41.1,958,
56589,102,14705,7757,1347,417,33685,21849,3651,2702,9338,8,20496,22033,1537,3336,11873,1679,2225,28779,36261,41.9,4566,
57630,39,13895,7158,896,657,42945,25997,3868,2004,10986,460,24768,27009,2241,6505,12949,1060,1776,30520,49357,42.6,3583,
59854,75,17211,9077,987,539,55704,27166,3186,2112,13378,0,25518,26890,1372,6564,11454,1249,2310,30617,45538,47.5,2944,
94125,126,24318,12560,1465,514,47943,25232,6047,3010,16762,22,42367,46025,3658,8695,23009,3016,3604,48641,46187,41.4,7215,
128753,105,32013,12644,1801,595,79933,22351,11222,3519,23759,4610,49216,54251,5035,11267,37662,2417,3937,67307,50323,33.9,7428,
157844,169,41479,21556,1784,597,102558,25157,10823,4636,29079,128,73906,78608,4702,16342,40622,3444,5225,80843,44281,39.7,12758,
214049,285,54107,26575,2073,581,157510,24937,14586,5951,38117,92,96263,104941,8678,21333,48793,5014,5364,114157,46626,40.1,19663,
35412,6,10171,5093,395,892,31005,30898,2044,563,8038,82,18411,19421,1010,5284,7230,545,758,19463,55640,46,1488,
94191,80,25041,13144,856,670,72695,31554,6298,2190,20168,1870,38668,41266,2598,14770,21025,1747,3011,45563,54468,44.7,6259,
138940,215,35686,16112,2429,561,101045,23838,9142,4512,26164,78,59529,65560,6031,12616,32680,3230,5042,72278,46978,40.1,11745,
52571,37,12637,4736,711,602,21312,19654,5214,1658,8725,2798,17925,20451,2526,4381,14656,912,1230,28804,45713,31.9,3357,
134187,153,31379,14784,3277,412,34477,17161,10175,6682,18523,83,48024,53129,5105,7672,34963,4752,4098,67177,32407,35.9,12123,
169798,132,45639,17808,1781,655,129802,30393,10770,3564,34715,111,80746,86999,6253,21711,41202,2356,6172,90381,55957,40.4,12311,
222095,130,58877,14832,1594,716,162137,32754,15676,2657,47610,97,106916,113821,6905,33350,65144,1670,7002,114705,70858,38,16365,
25247,12,7211,2555,250,722,22094,29340,1620,469,5830,215,12138,12745,607,3022,5959,368,1082,13963,65758,42.9,942,
21347,24,5500,2846,496,500,20053,22653,994,803,4415,9,9464,10163,699,2304,4800,314,802,10770,40563,44.2,1082,
10336,5,3106,690,164,854,8306,27468,517,189,2396,118,4528,4970,442,800,2834,84,528,5474,68327,40.8,421,
44420,73,10717,6312,871,461,18014,21188,2979,1867,6399,0,18129,20374,2245,2575,10262,2157,1463,22254,35246,40.6,3354,
72315,101,20173,9083,1501,431,61034,22533,4648,2809,15653,30,30352,31990,1638,5517,14592,2011,3387,36898,39071,43.4,5711,
37159,42,9706,4038,534,452,32335,22655,2040,893,7383,0,16393,17572,1179,2453,7759,534,1860,19588,44523,42.8,3296,
91566,32,24476,12686,1281,458,66490,22521,5636,3346,17459,22,39294,42365,3071,6665,19031,2797,3695,48149,41700,44.4,5742,
81805,31,22292,9858,1161,468,71921,21991,4627,2650,16729,0,35011,38024,3013,5765,17341,1466,3232,43478,40735,44.1,7306,
176484,69,41310,27495,2282,565,97236,25462,12092,7869,27643,171,82142,91348,9206,20457,61513,5365,4690,84426,43526,32,14038,
164118,107,45206,19521,1670,480,132614,24231,10338,4345,33818,99,73207,79766,6559,14808,38497,3670,6212,86512,45806,42.1,11542,
156182,206,41348,18890,1892,540,118877,25960,10080,3927,31422,54,72258,78045,5787,15892,36670,2998,5177,81496,48649,41.2,14027,
81379,123,21255,10813,983,497,38490,23383,5388,2480,13716,108,35115,38199,3084,7465,19712,2788,2372,41540,42095,40.4,6850,
35445,61,8933,4340,663,430,15573,17103,2462,2119,5332,20,11660,13363,1703,2424,8730,1552,833,17849,32739,39.3,2980,
41725,20,9748,6470,831,589,33803,23674,2090,1547,7048,47,18103,19025,922,4455,12367,758,1092,19043,45078,37.2,2767,
53421,23,10920,9411,787,694,49106,24545,2252,3326,8918,76,24564,26732,2168,7338,20932,1133,1646,22248,41541,30.6,3134,
112156,100,30915,16889,958,680,93642,28290,6563,2799,25031,10,50174,52019,1845,16894,22892,2293,3142,55247,50454,46.9,6952,
68364,68,19413,8735,1296,598,48818,36933,3936,1598,15482,28,30832,32668,1836,10683,14163,1327,2646,34425,59684,46.3,3402,
103374,89,27587,12984,1052,656,68269,26830,8216,2633,20903,7145,40286,43859,3573,10303,23916,2853,2446,49138,49391,36.2,6446,
252268,230,61216,44191,3371,770,211110,29590,15150,5392,49147,263,123090,129219,6129,43720,55021,5520,5877,137093,48464,41.9,12040,
25531,38,6166,3481,664,439,11463,19105,1510,986,4037,0,10153,11727,1574,1179,5381,992,1027,13835,38123,40.4,1820,
57934,83,15286,7977,865,443,28788,21594,4177,2123,10159,67,23873,26995,3122,3516,14137,2680,1587,29431,37515,41.9,4178,
1034290,681,244302,151201,7947,874,495078,35669,83630,22270,172310,673,537798,576832,39034,200706,272915,24638,16930,580879,61695,34.9,77736,
141812,69,31886,20274,1405,881,98474,38348,7792,3532,25317,23,72255,76243,3988,22592,51342,2525,3431,70148,65522,34.2,6117,
517197,360,126502,74496,5329,665,265946,28582,36363,14296,87327,367,246145,263530,17385,77709,140310,13306,11847,271240,49253,37.2,31391,
300865,158,69980,50956,3061,815,126557,33151,23477,8509,47627,329,154374,163879,9505,51502,79416,9946,5010,169837,56393,35,17826,
1403,2,440,244,75,282,1368,34172,98,79,369,0,610,633,23,123,182,38,138,727,49750,52,99,
3817,4,1116,671,91,459,3653,43144,287,90,1008,0,1927,1953,26,443,661,61,243,1768,65505,50.1,412,
4089,8,1224,764,98,406,3996,33580,273,101,1121,13,2033,2074,41,572,589,76,388,1937,54464,51.8,411,
983,0,291,110,31,631,928,44683,91,19,271,0,498,518,20,108,173,6,85,534,91518,44.4,52,
2971,12,858,634,61,420,2874,33599,177,96,750,2,1550,1558,8,372,485,37,189,1454,52417,52.5,435,
3226,4,930,502,71,522,2987,36318,270,83,823,0,1796,1826,30,414,537,70,209,1578,65435,42.2,338,
4106,17,1180,631,163,399,3987,36653,236,94,1092,0,2019,2036,17,532,797,68,408,1929,57463,47.8,497,
9607,30,2865,1448,152,499,8611,36953,608,249,2500,44,4670,4744,74,1017,1868,131,901,4911,63926,46.7,1153,
4272,22,1135,860,64,507,4022,26619,372,199,921,4,2003,2036,33,366,716,83,318,2090,45996,46.1,505,
1915,2,575,341,39,465,1865,40479,113,30,554,0,1056,1075,19,321,323,11,170,1007,65437,49.8,166,
2321,6,615,433,26,371,2071,35444,209,97,497,0,1180,1199,19,277,428,36,150,1135,55294,45.8,425,
674,0,197,112,21,567,623,35118,64,10,166,0,307,311,4,113,103,5,67,340,61250,52,30,
2276,2,657,382,112,329,2189,33416,150,67,569,0,1180,1217,37,323,369,39,188,992,50272,50.9,308,
2387,7,655,455,48,404,2314,33537,158,121,610,0,1158,1187,29,252,439,36,249,1143,50875,52.2,179,
4420,11,854,260,92,217,551,15944,483,195,361,4,1332,1647,315,289,1479,106,151,1992,40795,26.9,635,
2258,10,657,376,60,443,2042,36099,150,60,573,0,993,1031,38,230,446,45,117,1091,54625,49.4,292,
2457,9,780,273,78,380,2305,34455,161,38,670,4,1276,1293,17,277,441,27,161,1255,60225,44.3,252,
1932,8,566,313,32,535,1861,31952,97,45,517,0,1030,1048,18,172,321,29,201,879,57379,52.9,218,
5951,20,1671,992,87,428,5658,36874,424,148,1433,33,3005,3074,69,657,1167,86,598,2990,61788,42.8,548,
1822,2,577,211,55,524,1667,38604,104,28,529,5,910,931,21,215,359,9,249,887,71500,50.1,149,
3318,19,1006,496,70,482,3183,32665,203,69,858,0,1769,1789,20,434,619,56,219,1663,59500,46.4,541,
6875,17,1641,651,290,246,2838,21658,688,323,987,6,2432,2600,168,449,1948,165,332,3035,44500,30.7,1014,
2543,13,664,347,55,583,2343,30888,237,34,549,16,1212,1223,11,241,532,15,156,1283,66023,39.3,285,
3883,6,1145,674,54,523,3620,36207,238,67,999,0,2124,2145,21,451,697,36,296,2002,60824,46.3,415,
8050,18,2070,1279,144,489,7460,31774,578,196,1763,6,4187,4310,123,1013,1984,133,456,3961,60952,41.4,949,
5041,32,1428,764,117,560,4718,30510,307,93,1265,0,2658,2730,72,693,1135,89,409,2423,58357,43.6,717,
6651,20,1898,1198,134,539,6119,35698,459,200,1661,45,3283,3394,111,831,1352,82,463,3182,58767,45.2,625,
2680,7,826,499,69,420,2550,31133,152,109,670,3,1364,1388,24,261,399,63,160,1236,46012,53.5,318,
3389,11,964,601,96,354,3277,29622,219,132,862,0,1528,1556,28,352,597,62,157,1559,46581,52.1,404,
7050,11,2051,1167,155,445,6456,34824,413,99,1753,63,3519,3633,114,833,1334,117,423,3636,61393,48.2,713,
9986,15,2173,1040,251,538,6280,40113,804,240,1669,21,4807,5046,239,1048,2531,162,518,5186,69622,34.2,1234,
10971,30,3053,2060,143,512,10188,32517,668,331,2591,5,5780,5964,184,1442,2309,276,568,5460,56237,44.5,1274,
2368,2,706,346,70,429,2203,35933,119,41,646,0,1275,1296,21,310,464,19,188,1143,54700,45.3,240,
11679,11,2458,1193,198,908,9104,38324,1283,201,1795,0,5984,6228,244,1338,2680,107,618,6157,79316,30.8,1100,
21058,74,5253,3946,324,610,19572,31182,1351,507,4113,22,11038,11205,167,2713,4497,782,949,10787,56088,39.7,3209,
2253,1,587,363,42,483,2104,35674,218,43,497,2,1129,1159,30,216,502,44,219,1127,71667,35.7,208,
30316,47,7226,4736,390,851,26871,37978,2681,760,5963,23,16457,16998,541,3454,6760,465,1235,15927,77328,34.3,4193,
170620,181,40853,32186,792,712,148543,34193,14457,3687,31693,377,99839,102604,2765,29143,48064,4451,4745,87941,58026,32.2,20680,
16333,15,4292,2537,230,512,15016,29818,1047,413,3656,5,8842,9064,222,1763,4264,329,657,7896,60551,37.8,1637,
10920,23,2993,1845,283,436,9271,30693,820,294,2412,2,5545,5694,149,963,2186,217,575,5434,50781,44.6,1712,
32916,34,7972,4923,446,839,27194,44474,3176,468,6499,56,17779,18136,357,3806,7416,679,1406,18116,89874,31.3,4148,
69628,185,16505,10944,752,895,58563,33414,6127,1120,13429,3536,36497,37492,995,8861,16849,1000,2101,34902,64159,31,8768,
92372,182,24134,14767,768,755,83067,36483,7424,1975,19306,309,51229,52169,940,15842,21211,2006,3471,48891,67308,36.6,14055,
8637,9,2584,1065,73,609,8040,36720,567,179,2299,0,4474,4534,60,999,1835,52,725,4637,80337,44.7,1037,
5411,13,1466,867,121,519,5140,33574,309,100,1215,0,2794,2862,68,590,1131,102,377,2679,62524,44.4,585,
30059,92,8190,5056,215,740,27324,37335,2221,625,6948,17,17262,17684,422,4169,5880,545,1742,16487,65385,38.2,4787,
14657,27,3236,1504,229,208,2753,18075,1522,859,1789,0,5112,5520,408,1383,3833,417,519,6788,36170,30.6,2030,
4349,7,1149,452,79,667,3647,42438,313,86,980,0,2080,2156,76,527,959,11,409,2343,68594,41.2,360,
11574,29,2820,2111,101,502,9790,33884,806,425,2188,202,6141,6220,79,1450,2568,514,414,5751,55927,42.4,1541,
70130,72,16098,13618,1056,712,59602,30465,5129,2691,12523,1529,38387,39891,1504,9054,22084,2005,2010,32682,51410,29.5,9520,
1892,1,426,437,86,484,1776,28840,169,40,376,0,1012,1021,9,229,369,42,176,874,44018,42.4,240,
2601,4,732,346,69,450,2371,32544,210,46,636,0,1181,1207,26,231,452,18,192,1278,56118,47.3,280,
2378,2,615,438,39,734,2218,39171,96,79,561,0,1201,1230,29,335,342,37,233,1189,54223,50.9,146,
4252,3,1362,572,101,394,4069,27271,300,80,1159,0,2349,2385,36,473,788,80,301,2009,50270,46,284,
919,0,258,108,66,378,863,24624,76,21,235,0,450,455,5,119,225,2,98,422,50278,38.9,70,
5133,3,1499,838,98,375,4903,31129,342,109,1363,0,2560,2591,31,565,982,90,294,2399,48151,48.2,431,
3803,3,1098,573,122,456,3382,33708,184,47,933,0,2007,2055,48,405,804,68,253,1900,54568,44.4,411,
2017,4,546,329,146,412,1710,26949,137,38,424,0,927,962,35,209,471,23,121,930,44653,43.6,133,
728,0,237,63,48,334,651,30736,51,23,202,0,398,411,13,62,149,5,95,392,55000,48.1,26,
2860,3,753,520,100,332,2828,25290,204,52,623,0,1349,1392,43,216,606,45,197,1357,41582,47.1,205,
957,0,296,127,79,327,898,27183,56,35,268,0,502,510,8,101,193,5,102,528,44946,42.7,56,
643,0,190,103,29,425,626,29243,30,18,167,0,364,371,7,112,155,2,59,326,53173,42.1,50,
2704,1,789,449,20,314,2580,27196,188,91,657,0,1205,1238,33,235,465,121,196,1250,42176,50.1,178,
421,0,96,81,30,388,411,21799,27,6,87,0,177,178,1,60,149,0,42,172,41250,43.3,18,
3569,10,977,576,42,339,3459,26852,212,131,802,0,1792,1828,36,256,786,92,240,1795,45428,45.4,361,
2624,1,758,355,64,406,2530,27900,166,63,662,0,1253,1295,42,223,685,42,197,1156,52090,45.5,170,
5765,8,1606,701,90,413,4932,26094,478,98,1357,0,2955,3057,102,503,1421,89,373,2768,57036,42.2,515,
6385,14,1754,902,98,385,6107,26734,451,113,1526,0,3307,3446,139,682,1493,83,405,3098,53648,43.3,491,
5244,9,1468,570,71,401,4872,32424,313,84,1287,2,2732,2863,131,566,1227,83,275,2559,63667,45.5,368,
1256,0,378,201,53,385,1130,26852,101,30,337,0,660,660,0,204,240,22,136,621,45375,51.6,30,
4903,15,1248,769,169,463,4023,25120,256,82,972,3,2417,2510,93,476,1205,64,238,2435,44201,42.9,436,
8561,10,2382,1126,156,396,8304,29694,686,153,2172,0,4599,4675,76,769,2036,105,483,3994,57208,44.1,594,
4814,4,1287,885,140,364,4537,24522,271,168,1112,0,2394,2456,62,506,1041,120,271,2268,43400,46.1,395,
1901,0,549,284,31,414,1701,28225,128,29,430,0,1002,1045,43,166,368,46,87,892,53438,46.1,82,
23925,25,6411,2487,174,520,14366,24912,2246,365,4826,9,12196,12729,533,1687,5829,510,918,11753,51238,35.8,2619,
9149,15,2727,995,56,470,8708,31989,585,120,2314,3,4856,4953,97,1120,2187,99,453,4545,61944,42.3,799,
5357,4,1508,769,79,406,5178,28861,441,89,1296,2,2769,2818,49,533,1217,82,274,2542,53854,45,459,
3019,3,905,462,52,365,2903,28635,174,78,763,0,1496,1536,40,338,548,25,175,1446,49453,50.7,215,
7829,11,2163,1088,94,423,7277,27223,541,119,1843,0,4194,4337,143,775,1678,172,593,3900,53536,43.5,686,
5603,9,1558,885,109,384,5266,30874,281,165,1339,0,2893,2966,73,571,1094,56,341,2755,56750,47.5,449,
2436,2,671,344,37,365,2344,25544,177,64,589,0,1183,1204,21,205,507,29,163,1095,47218,45.9,182,
7276,1,2005,1303,180,358,6857,26859,470,222,1646,0,3694,3775,81,571,1440,159,488,3541,46576,45.7,590,
5792,6,1725,927,491,479,5128,27891,472,115,1480,0,3267,3354,87,593,1035,139,353,2902,53226,43.8,259,
3469,0,946,644,92,338,3267,26375,257,100,853,0,1613,1646,33,377,693,44,192,1602,46750,49.5,191,
9039,9,2485,1305,124,431,7998,28762,633,166,2082,0,4819,4948,129,958,2104,235,385,4182,50734,44,909,
8045,15,2365,1433,249,320,7439,28109,466,290,1963,0,3954,4117,163,866,1694,151,504,3997,46839,47.6,575,
9163,8,2446,1424,163,436,8491,30166,630,210,2189,5,4780,4814,34,1185,2049,204,461,4471,56408,42.1,830,
6547,4,1741,1004,126,495,6071,31234,447,149,1455,0,3470,3591,121,760,1508,118,338,3263,53207,40.6,605,
6020,8,1789,562,52,530,5552,29517,453,114,1395,4,3207,3308,101,552,1595,58,408,3080,57534,41,338,
3048,4,878,500,73,348,2960,27983,199,78,753,6,1515,1541,26,280,658,26,259,1441,48704,49.3,164,
1913,1,544,353,86,391,1803,35602,111,94,519,11,921,934,13,263,357,26,139,1015,48125,51.7,101,
2049,3,600,305,74,248,1947,26413,135,79,554,0,1020,1037,17,247,414,51,155,970,48750,52.1,167,
5241,13,1432,874,175,382,4294,25817,300,135,1138,0,2619,2660,41,694,1220,142,250,2417,41209,46.1,405,
6264,11,1770,846,71,387,5588,27275,451,136,1486,0,3112,3209,97,559,1356,53,370,3087,54167,43.5,598,
8496,7,2394,1268,239,336,7327,27283,604,230,2082,3,4271,4406,135,886,1905,223,496,3878,48072,47.2,765,
6406,5,1920,828,159,359,6108,28091,475,199,1597,18,3203,3264,61,614,1381,120,411,3037,46949,45.9,451,
3597,4,915,584,77,302,3313,26136,208,97,812,0,1764,1801,37,355,817,77,275,1705,43831,46.1,289,
7175,20,2018,967,114,418,6938,28766,550,123,1739,3,3706,3852,146,800,1734,70,511,3529,55417,41.7,571,
6546,10,1931,954,141,406,6124,26421,428,148,1622,0,3011,3121,110,660,1333,141,299,3118,50174,46.6,554,
