total_pop,deaths,family_households,nonfamily_households,rent_burden_not_computed,median_rent,white_pop,income_per_capita,families_with_young_children,income_less_10000,married_households,armed_forces,employed_pop,civilian_labor_force,unemployed_pop,bachelors_degree,in_school,no_cars,four_more_cars,pop_25_64,median_income,median_age,confirmed_cases,
3688,5,1014,532,60,445,3251,24011,286,93,786,5,1738,1848,110,316,748,98,133,1717,43017,46,362,
11200,9,3062,1548,147,470,9212,28483,809,329,2620,0,5509,5804,295,963,2576,206,747,5635,56328,40.5,833,
10870,9,2789,1809,88,397,10022,25006,700,257,2341,0,5598,5888,290,928,2553,277,432,5263,42882,40.8,1077,
8105,10,2268,1132,124,506,7702,27216,588,179,1916,2,4121,4312,191,793,1836,94,568,3957,52448,43.5,756,
10293,14,2950,1619,189,380,9676,27858,690,174,2592,3,5662,5724,62,1061,2036,123,611,4991,52050,44.1,723,
7041,12,1883,931,116,451,6640,28572,422,179,1548,6,3444,3652,208,897,2112,120,338,3238,55536,38,542,
7055,9,1563,579,85,315,2592,19380,733,216,931,3,2589,3062,473,413,2409,178,187,2984,44701,28.1,737,
21632,16,5926,3329,284,478,20540,27424,1415,478,5096,4,11118,11491,373,2244,4565,472,1114,10956,52223,44.2,1956,
846,0,245,133,49,312,837,28257,67,7,215,0,494,496,2,87,145,6,36,433,49706,50.2,32,
35062,40,9205,5031,434,517,28289,26093,3005,1118,7213,10,18419,19021,602,3250,9089,965,1359,17557,49865,36.9,3954,
36576,48,9963,5127,381,553,31051,27162,2788,803,7741,0,18495,19355,860,3076,8743,787,1311,17773,51748,39.1,4184,
20529,56,5605,1822,162,520,10219,22463,1969,675,4126,8,10163,10963,800,1048,5437,449,951,9917,52401,33.8,3608,
20953,11,5658,2492,235,542,20034,31163,1556,361,4727,13,11034,11286,252,2583,5297,228,1137,10548,65015,41,2067,
10012,15,2562,1838,128,533,9001,32995,778,228,2148,0,5587,5729,142,1422,2336,199,444,5174,58770,40.7,793,
8972,18,2140,1417,181,445,7650,24811,609,380,1707,8,4590,4635,45,1152,2915,187,398,3833,46146,34,583,
8129,3,2503,1486,173,410,7355,27890,428,213,2073,0,4103,4223,120,950,1503,262,438,3900,45078,49.7,632,
17045,25,4440,2056,115,527,16196,29398,1256,306,3790,14,8759,8988,229,2031,4845,242,961,7976,63095,38.3,1228,
306357,137,72986,47976,2064,666,251487,29901,23865,6940,56097,504,166689,173402,6713,45943,92556,7347,7843,150527,55747,33.2,25107,
549706,553,132033,81656,4542,714,386002,32023,48310,13705,97290,652,285735,298899,13164,88266,151104,16052,11046,291192,58640,34.3,58447,
31564,36,7823,4836,353,514,27440,28085,2319,856,6428,3,15890,16579,689,2989,8620,651,1256,15084,51721,37.9,2508,
61233,104,15498,7319,430,564,41644,26419,5347,1392,10936,21,31740,33554,1814,5391,15124,1031,2004,30536,53807,35.8,6364,
48834,54,11693,7230,479,603,42678,28553,4073,1127,9475,32,27447,28319,872,6777,14743,848,1805,23363,55053,32.9,4627,
13832,9,3664,1959,230,480,12571,28298,1027,288,3128,0,7132,7304,172,1843,3512,295,657,6730,59966,40.9,1335,
9409,6,2353,1249,136,500,8486,27292,538,188,2044,0,5224,5331,107,1249,3626,101,647,3997,58093,31.7,907,
5200,7,1255,614,36,423,4201,22398,285,100,975,9,1998,2042,44,451,1002,132,246,2794,49564,41.1,593,
4318,1,1252,733,132,331,4125,24426,252,52,1090,0,2224,2263,39,383,850,107,359,2016,42055,49.4,328,
10616,19,2553,1128,129,449,5427,23393,1057,86,2080,0,5305,5498,193,604,2697,228,560,5178,54876,33.7,1502,
20414,17,5918,2215,195,576,19339,33136,1375,465,4969,0,10805,10993,188,3100,5382,370,941,10343,66485,41.2,1797,
15875,3,4302,2137,284,517,14207,28567,1246,278,3454,14,8201,8455,254,1691,3398,399,945,7819,54605,41.7,1123,
25513,14,6907,2987,160,587,23994,32509,1958,364,5892,194,13311,13698,387,3177,6282,329,1100,13295,68284,41.9,1966,
10836,16,3177,1615,285,395,10295,32605,694,300,2578,1,5636,5782,146,1100,2273,289,737,5234,48836,43.5,727,
36509,71,9395,5030,402,520,26517,26532,2925,970,6773,8,17568,18537,969,3663,9103,696,1190,17817,47975,39.5,3115,
32875,45,8473,4464,250,541,26293,28187,2756,617,7046,0,17730,18441,711,3184,8241,649,1296,16109,58679,38.3,3676,
14325,3,3438,1635,196,522,10132,22324,1134,378,2827,0,7053,7259,206,802,4069,98,595,6767,50932,36,1829,
35569,39,9809,5216,380,535,31458,29687,2313,1095,7755,24,17442,17923,481,3630,8903,925,1652,18128,55875,40.4,3268,
175188,86,46789,17062,602,812,143350,33103,15654,1806,37461,3296,91916,95084,3168,28689,51472,1787,4939,92729,75752,34.2,17450,
432,1,137,55,19,369,418,27241,34,13,133,0,225,225,0,63,75,0,40,244,60714,48.5,23,
684,2,201,115,14,338,658,27714,27,9,177,0,304,307,3,88,120,2,60,295,41607,58,49,
682,4,192,82,42,331,656,22693,60,19,179,2,338,354,16,89,153,12,38,324,45833,48.6,22,
1381,2,409,246,42,354,1348,33867,75,30,370,3,760,771,11,146,213,5,93,630,52361,51.9,99,
537,0,186,59,28,239,535,29248,40,5,161,0,295,297,2,68,86,0,59,262,58625,52.8,38,
502,0,151,81,59,413,492,28503,33,4,138,0,282,285,3,51,102,6,37,235,52000,46.8,18,
1958,3,600,293,36,265,1892,25856,116,68,494,0,1006,1025,19,197,339,18,146,871,46509,51.4,134,
2019,4,605,280,48,418,1943,31901,76,18,517,0,1129,1183,54,279,439,33,82,1023,61769,49.5,172,
720,0,228,106,36,340,704,28981,52,14,206,0,428,433,5,71,144,2,88,354,48864,50.2,39,
2904,11,845,402,30,442,2772,30923,208,62,765,0,1464,1480,16,340,565,44,288,1441,58125,43.3,255,
3058,2,915,560,70,307,2952,29664,169,100,760,0,1584,1593,9,287,623,76,158,1513,42773,48.9,211,
107088,189,28366,13019,954,949,88750,37001,5997,1414,22508,49,54719,59083,4364,15509,25194,2556,3112,57614,75500,43.5,5475,
449192,668,115238,49166,2016,1121,306647,39528,27506,5491,88557,4221,223990,240681,16691,74439,110302,7324,12179,242027,82839,41.4,28717,
94549,153,25963,13898,1085,923,80953,36256,4927,2243,20664,864,42170,46049,3879,14444,18440,3241,2070,46787,62332,48.7,5609,
272926,428,67179,33481,1626,918,153899,29941,17856,6229,45293,351,127737,143367,15630,33494,67755,13736,5054,142754,57514,41.1,19310,
63776,126,16004,8034,483,807,47874,31681,4104,1562,11702,6,29365,31912,2547,6440,14455,1958,1882,33330,63934,41.9,3938,
589699,1544,149402,73733,3093,1188,500671,33312,46630,9719,119013,574,253628,271713,18085,76806,143982,15285,13839,275830,65771,42.9,44975,
125717,145,34274,12548,553,1218,108455,54200,5708,1404,29295,38,66382,69455,3073,26800,30490,1744,5220,67763,110969,45.9,5321,
154952,273,34759,15837,868,814,73427,23012,11361,4421,21228,34,62714,68904,6190,10464,36337,5229,2683,82603,50000,36.8,11469,
143570,245,38714,14904,752,1090,125183,41272,8170,1420,31670,57,75370,80518,5148,23533,34390,2129,4502,78997,89238,44.1,6918,
510996,933,125854,61158,3624,866,293604,32931,37014,13512,84383,283,248241,269394,21153,68485,128970,21668,9327,273826,65037,38.5,37215,
510563,1548,118717,43723,5920,1087,214683,29393,40800,12174,79818,78,238552,253716,15164,60664,135428,26382,8127,266616,63339,36.7,48089,
291372,458,74980,29830,1145,959,230567,36205,18754,3823,57196,85,145749,157464,11715,40959,75662,6045,7973,156476,81489,39.9,19729,
333316,712,84124,31846,1505,1364,192408,51923,20894,3166,69990,30,174463,183421,8958,66537,84370,5339,8269,182452,106046,41.3,18270,
679756,1792,156467,95885,7043,1147,195557,35910,53732,20235,99520,174,354105,381266,27161,118853,155432,80984,2641,405861,62681,34.9,56285,
498847,1019,129765,50359,2027,1306,359215,53491,30043,4571,107819,173,262461,276801,14340,106554,125804,8615,13251,268302,107034,42.3,28721,
627551,1172,161387,71095,3623,1186,473037,46736,37903,9024,128396,359,314470,334439,19969,115874,159733,15889,18120,335041,91807,42.8,44025,
800401,2480,181847,98480,7004,969,249087,35133,61259,25529,110539,65,371793,415171,43378,109961,215841,61591,7682,431722,57365,37.3,59727,
373362,775,87992,41554,2843,1038,189649,40064,24480,7660,64544,16,181602,196302,14700,53953,100554,14974,6830,197262,77027,38.6,23090,
557320,1621,134815,53101,3657,1081,226675,38163,41449,9840,93322,228,278003,300167,22164,77535,142235,21698,9189,301078,73376,38.3,47928,
837288,1820,207105,76689,5305,1243,371039,36558,57428,12750,160274,136,408838,436566,27728,142318,221335,21683,16483,457216,83133,38.1,58093,
937920,2411,244327,93492,6951,1293,542226,46601,60129,14653,192292,230,473672,499802,26130,196349,230965,26896,17731,506143,91572,41.6,61469,
4446,9,1163,598,91,389,1814,18338,284,249,849,36,1614,1774,160,294,878,113,141,2210,31829,42.6,288,
2016,0,376,290,77,510,1053,24571,87,45,296,0,675,723,48,78,552,73,44,994,31439,42.6,121,
4426,8,603,650,103,350,669,18086,311,91,418,0,1374,1395,21,262,968,131,83,2373,26060,41.7,319,
3547,3,866,567,27,422,2953,22487,167,58,705,0,919,919,0,507,415,0,119,1569,42047,60.2,70,
69505,110,16410,5619,968,678,25828,24507,6390,1451,12143,0,28672,30560,1888,3292,18777,1010,2359,34098,59285,31.7,7541,
15534,8,3498,2100,253,526,8116,19129,885,748,2479,0,5326,5776,450,1299,3373,274,679,8015,35543,44,558,
28382,22,7255,4624,446,539,13184,23898,1933,1169,5040,15,10647,11590,943,3044,6327,618,1064,13145,40470,45.9,1201,
11254,41,2784,2616,203,454,7399,22749,564,741,2024,0,3740,4220,480,1121,1757,364,402,4809,29690,55.9,653,
56793,90,15027,6246,949,708,27545,28419,4659,1348,10513,149,26191,27586,1395,3602,13536,936,2098,28654,60703,35.9,5550,
72849,385,13710,6054,1208,502,6620,14077,6692,4122,7318,3,23207,27672,4465,2572,20926,2211,1210,35297,30336,31.6,10993,
4216,7,817,607,105,414,2192,23180,324,68,596,0,1535,1574,39,296,841,111,112,2188,38240,40.2,208,
17098,46,2528,2170,174,453,6002,17017,759,709,1690,0,5856,6112,256,1309,5142,493,335,7941,34008,40,1051,
213849,325,52433,24307,3107,609,59835,21050,17313,8269,36650,782,88633,97758,9125,20740,68704,4693,6027,97351,39114,32.9,19985,
50283,55,12116,6354,850,659,24704,22628,4821,1816,8406,2127,20509,22254,1745,3952,13924,996,1473,24655,41941,30.8,4574,
39455,49,7626,5226,827,463,5075,19602,3150,2446,5110,10,13786,15133,1347,3186,9297,725,1813,19754,33422,40.7,2937,
147514,96,36733,24918,1740,869,63298,35801,7919,4038,26756,70,69630,73694,4064,22812,32307,2283,4805,77556,57945,45.3,8564,
32809,42,7221,5382,495,599,11616,23229,1700,1620,4840,3,13739,15212,1473,3897,7097,771,950,16712,35314,47.7,1355,
27049,84,6142,2926,440,446,5412,17768,2089,1034,3373,0,9600,11423,1823,1548,6773,715,765,14014,36089,36.4,2500,
24319,52,5349,3739,526,424,7529,16622,2073,1641,3819,0,7895,8915,1020,1342,5583,830,481,10599,27602,39,2673,
28203,6,5693,5348,888,469,5107,18012,1585,2165,3319,0,9230,9750,520,1979,6986,1072,906,14094,29168,42.9,1043,
128221,336,29653,12346,1547,631,50290,22665,10493,3791,19746,152,51379,56808,5429,6752,35472,2311,4026,64463,49686,34.6,12243,
138815,157,34569,14696,1116,880,61889,27406,9188,3629,25933,229,59556,64706,5150,16453,37161,1352,4607,72171,60345,39.6,9619,
12522,33,3185,2406,283,433,5906,21785,677,714,2144,0,4663,5179,516,1194,2311,446,479,6114,33042,48.8,632,
8447,8,1592,1493,167,407,4260,18220,547,207,1147,0,3015,3141,126,485,1850,208,214,3737,26663,46.1,382,
19313,42,4337,2788,379,596,10256,18954,1724,1032,3125,352,7650,8566,916,1488,6492,383,571,8496,35928,29.7,1705,
75845,74,18781,8204,744,637,25480,20572,5002,2539,13688,111,28511,31348,2837,5302,19471,974,2615,38446,43428,39,5536,
65454,120,16125,7218,1195,583,26416,21177,5493,2280,10814,57,26659,28457,1798,5149,17474,1124,1659,31293,42177,35.3,7882,
65130,46,14997,8660,988,644,32428,21876,5462,2241,11315,2550,23707,26137,2430,4319,15909,1573,1562,31753,43533,35.6,2640,
19497,13,4999,2903,297,574,12354,26820,968,628,4285,0,7057,7442,385,2907,3790,316,494,9426,42145,50.9,1286,
18031,1,4969,2556,146,900,13143,52125,1122,258,4300,9,9122,9476,354,3196,4665,265,603,9605,110190,43,393,
674855,702,159035,104516,6524,730,266372,28340,47616,21615,107675,2555,313658,336040,22382,84115,179187,16920,14612,359102,50386,37.1,46763,
546,0,115,88,26,383,340,30782,30,20,93,2,201,215,14,88,86,15,33,267,35096,58.4,8,
4605,5,828,685,122,425,643,16019,250,158,670,0,1245,1356,111,210,1202,81,319,2047,26644,47,141,
1102,0,234,260,62,409,882,23755,29,2,175,0,449,467,18,110,172,12,50,508,39405,48,34,
1728,0,478,287,80,,1671,35606,106,54,434,0,904,904,0,135,422,39,150,1016,67159,47.3,44,
5887,8,1536,647,81,608,3991,30256,491,145,1073,0,2683,2905,222,275,1345,184,354,2984,79865,37.8,422,
43296,57,11010,7067,629,600,33425,23740,2100,1280,8730,0,14551,16427,1876,2766,7229,635,1324,21096,44225,51.6,2382,
54219,8,13336,8822,350,759,36904,28044,3323,1264,9266,30,24327,26363,2036,5006,12683,1513,1619,28165,49341,43,726,
3891,2,1021,644,43,620,3375,36388,165,23,839,17,1768,1846,78,531,557,12,174,1990,63607,54.7,68,
24022,45,6225,3509,474,618,17746,25211,1934,824,5005,715,9228,10011,783,2048,5250,519,1236,12091,46914,38.9,1732,
52377,40,12769,5113,432,771,35183,32498,4413,750,9962,28,26482,27702,1220,3848,13436,645,2527,27885,76178,34.1,4143,
47632,25,14272,6104,382,937,38648,35727,2345,829,11378,62,20744,22106,1362,6139,9053,527,2031,24005,61176,50.8,2259,
17088,11,4055,2206,147,703,11252,29215,1479,279,3184,5,8394,9054,660,1009,4050,227,919,8984,69324,35.6,937,
5203,1,1277,653,85,510,4356,27218,267,117,1087,0,1793,1976,183,510,1187,53,199,2519,52971,41.6,321,
9858,4,2066,1277,105,603,7168,25350,622,153,1774,0,3567,3801,234,693,2161,88,502,5460,60358,39.4,419,
52303,49,13324,6803,471,729,39790,25063,3559,950,10114,98,20991,23265,2274,3580,11540,827,1701,26746,50920,43.8,2458,
6661,15,1314,704,80,531,4404,19201,326,167,1066,0,2211,2307,96,381,1651,132,278,4133,52308,43.1,857,
4471,4,1063,796,145,425,2598,22791,318,207,667,0,1685,2121,436,303,758,180,88,2330,39375,46.7,231,
2112436,2873,480487,269371,18004,883,931891,27719,156140,48945,328365,6340,982033,1070874,88841,222051,510037,62198,34858,1139541,54882,36.9,202471,
445551,567,106982,66537,2877,830,283988,31879,31282,9637,79580,382,219548,235514,15966,57226,111687,12473,13156,238240,58595,38,39679,
48763,42,12717,7656,644,525,46262,25233,2966,1217,9534,22,21665,23220,1555,3571,10270,1567,1105,25214,48567,44.4,1758,
51054,9,12092,6864,671,549,41720,24294,2940,1815,8692,9,19960,21744,1784,3240,10145,1797,573,27953,50733,40.5,1147,
41584,69,10763,5451,437,528,35981,23929,2517,940,7891,26,17976,19224,1248,2874,8021,1229,913,22859,49223,42.8,1919,
378174,572,89112,37348,2846,1016,247267,32616,29782,5981,68731,4322,174770,185146,10376,41214,105528,12637,8481,191435,75146,36.9,28848,
4646,1,723,372,41,530,4438,24891,185,63,620,1,1991,2243,252,313,740,53,23,2322,55587,53.7,146,
923995,1381,229623,156748,9188,637,701817,31083,58155,29307,161449,446,448392,474430,26038,117778,223313,51837,13715,487054,54006,40.3,52228,
75783,49,17467,10212,1132,712,54910,28224,4845,1783,12862,49,32610,35966,3356,7141,16334,2917,1321,40028,53877,42.6,3841,
91442,52,24455,12123,724,591,82523,27318,5722,1787,18472,35,43209,46175,2966,8181,20043,2524,2376,48164,53693,43.6,3688,
64701,40,16606,10643,543,754,60929,33127,3511,1213,12535,6,32518,34150,1632,7426,13283,2444,1146,34515,60222,46.2,2062,
47400,75,11808,6316,517,496,44785,22377,2915,1212,8906,10,20132,21728,1596,3012,13739,1704,968,22102,45359,38.6,2366,
99464,74,25824,8492,409,1191,79747,44063,5276,734,21766,11,51775,54701,2926,15619,23593,1759,3560,54859,99608,43.8,6521,
81224,18,20084,11596,963,657,73034,25833,4297,2081,14756,26,36091,38304,2213,6200,18975,2954,1476,42591,52759,39.4,2180,
45950,20,11766,7332,493,552,42498,26016,2096,1363,8835,8,19919,21434,1515,3997,9571,1805,939,22508,47921,47,1009,
48334,54,11002,6923,525,639,44820,26271,2786,919,8272,8,24251,25511,1260,4460,14388,1617,989,22740,52451,36.2,2642,
53955,53,14438,8097,725,574,50273,26298,3229,1382,10341,7,24239,26241,2002,3778,10845,2114,1260,28849,48033,43.4,2113,
61481,71,16008,9462,694,741,53427,34737,3017,1301,12037,3,30164,31744,1580,7112,11465,1847,1463,32442,61093,47.4,2495,
109491,82,28546,15723,750,714,98850,33685,6077,1683,21963,34,54398,57102,2704,14319,26130,3145,2784,56428,61710,43.4,4730,
62943,57,16193,8994,783,529,59667,24932,3851,1523,11970,61,28650,31209,2559,5258,13753,2376,1073,32032,49077,43.7,3603,
34843,46,8396,5140,322,581,31132,26541,2139,676,6354,11,15488,16280,792,2962,6678,1026,730,18712,51601,42.2,1232,
49322,54,13510,6486,502,559,47002,30252,2915,820,10617,9,23012,24599,1587,5443,10704,1223,1215,25633,57153,44,2206,
58537,99,15546,8405,679,587,53120,27499,3380,1181,12230,0,29386,30980,1594,5226,12958,1818,1330,30939,54033,43.2,3664,
31611,5,7928,4611,421,643,29572,26953,1632,637,5916,11,14198,15353,1155,2825,7439,839,820,16054,51842,44.1,897,
60750,23,15005,8622,630,658,55584,26688,2999,1567,11594,17,28545,30594,2049,6124,16391,1930,1111,28302,51254,42,1671,
47791,59,10591,6515,410,686,40928,27402,2582,981,8508,30,20009,21342,1333,4380,7740,1307,1172,25449,53214,45.6,2058,
1455846,5275,326296,169060,18953,1024,137674,19721,120605,68200,137322,344,593858,671765,77907,115670,406578,288090,2168,756097,36593,33.6,102227,
110817,60,26325,15313,1205,575,102050,23554,6903,2978,19281,171,44013,48262,4249,8335,30277,4074,1583,54654,48330,38,3630,
78175,61,19976,11747,813,480,70996,23984,5236,2052,14736,47,33732,36254,2522,5702,18171,3558,1387,39390,45571,41.7,3400,
40886,43,10400,5286,440,500,36737,25635,2449,751,8034,4,18372,19647,1275,2832,7920,997,1000,22753,55459,41.8,2174,
25083,17,6255,3083,176,548,23805,26608,1734,523,5097,17,11331,12056,725,2220,5222,1238,562,11850,51758,41.7,826,
38233,19,9904,5353,406,638,35087,29008,1926,636,7664,10,17544,18796,1252,4186,6703,1147,686,20690,55294,46.7,980,
71760,76,16869,9438,688,595,67006,28010,4050,1443,13190,75,33640,35182,1542,7427,18098,1609,1442,35984,58365,41.3,3149,
212675,244,54627,33351,1569,539,182905,28395,12540,5734,39824,191,100990,107681,6691,20569,47654,8686,4015,112885,51656,43,12143,
748680,769,182129,118367,5279,758,531332,31291,49716,20725,127795,171,367859,393775,25916,105288,191316,34447,11413,391498,55272,38.6,44318,
467669,533,113541,72299,4048,710,360803,31436,31051,13627,80778,331,223207,238460,15253,62078,122742,22800,6355,242962,57271,38.8,27755,
78319,70,19844,11584,820,590,70857,27957,4626,1856,14225,13,37196,39536,2340,7518,16827,3144,1504,41866,54664,42.5,4432,
86883,108,21665,12999,720,634,75170,27209,5608,2653,15996,16,37726,39857,2131,8149,19043,3917,1251,45126,51251,41.2,5603,
180129,192,43393,26269,1849,879,143781,32453,9233,3648,32240,135,86552,93194,6642,22291,39349,5179,3854,97238,61652,43.6,7745,
18112,10,4768,2676,180,584,17252,25285,970,457,3593,5,8224,8861,637,1568,3544,507,530,9669,47810,45.7,716,
26845,24,7183,3053,295,543,25729,25779,1852,473,5795,173,11838,12806,968,1664,5758,498,671,13888,51475,41.8,1495,
64373,40,15435,8997,419,599,58548,25882,3164,1480,11979,17,29390,30875,1485,5614,16933,1894,1505,32330,53654,40.4,2704,
155239,127,32886,20939,1069,743,114630,29981,10510,2803,24721,118,73044,78777,5733,18515,37641,5954,2167,81619,61315,39.8,8660,
226632,82,61132,31997,1213,895,206071,39653,14161,3104,49118,1563,117053,122689,5636,37413,51625,4139,5053,122914,77548,42.3,9267,
97539,131,26077,14274,1204,546,91505,27731,6263,2384,19365,42,43232,46467,3235,7885,20915,3658,2034,50673,50157,42.4,4595,
49500,75,12501,7199,629,562,40863,25307,3524,1513,8568,39,21956,23696,1740,3460,11306,2503,915,25274,47449,41.1,2230,
119833,69,30730,15151,1209,592,113001,25791,7583,3187,22338,116,53211,58232,5021,8412,30159,3996,2625,62516,51755,39.8,4914,
159800,104,39265,25191,1448,769,134012,33067,10039,3455,28595,135,80468,85428,4960,18877,38904,6369,3173,85866,63166,39.9,6874,
130846,63,32986,19997,1279,495,114862,23962,8140,4196,24110,61,56416,61111,4695,10576,30183,5772,1758,66012,44304,42.3,5601,
116567,23,29204,14002,2205,797,95658,24717,10581,2973,22757,10269,44883,48770,3887,9044,27217,3749,1623,58763,50322,31.9,3214,
62183,24,16195,7793,626,658,57555,26064,3427,1331,11985,50,28741,30756,2015,5207,12476,1522,1462,33731,52527,43.6,1502,
104415,23,20429,18557,1471,975,80749,29759,4717,4120,15828,20,50390,52943,2553,13726,41321,5738,1662,46802,56200,30.4,2657,
2635121,8073,585611,359039,35185,1191,947519,29928,222128,95091,355798,700,1217976,1324952,106976,380135,662415,524172,3949,1451614,52782,34.8,151973,
325027,624,74710,25225,1467,1260,205500,36898,29518,3841,60128,78,149868,159907,10039,44992,96359,10506,6906,155559,88571,36.2,31884,
196124,259,46737,32084,2085,623,164841,26790,11697,6155,33760,64,87365,94122,6757,20371,53058,9797,3428,94708,49064,39.6,11108,
232324,349,56466,34006,2366,587,191852,27283,15218,6082,39939,268,102889,109451,6562,22777,53195,10135,3606,118898,51316,41,16811,
308580,257,68180,57196,2185,841,225210,35278,17742,7079,50078,257,158961,167828,8867,43162,83298,16787,4006,156698,62293,37.8,16343,
295685,319,72096,35288,2142,1032,213506,36704,16206,4164,56465,144,144934,155261,10327,38896,76198,8662,6732,156746,75585,41.8,16757,
975321,1806,239896,105989,7930,1320,530156,52049,66346,16498,180366,121,479696,512798,33102,159656,251266,49674,15902,511842,89968,40.6,85020,
